CardID,Date,Amount
C0100088710,2016/1/21,4.99
C0100088710,2016/1/5,4.99
C0100088710,2016/5/26,2.49
C0100088728,2016/7/7,199
C0100088728,2016/6/29,89
C0100088728,2016/12/28,84
C0100088904,2016/7/29,17.99
C0100088904,2016/8/3,44.99
C0100088904,2016/3/24,269
C0100088904,2016/6/30,59
C0100089783,2016/1/31,109
C0100089783,2016/5/13,5.99
C0100089846,2016/12/24,1.49
C0100089846,2016/11/21,14.99
C0100089846,2016/11/15,99
C0100089846,2016/4/15,5.99
C0100089846,2016/1/24,6.99
C0100089846,2016/2/5,9.99
C0100089846,2016/1/2,9.99
C0100089846,2016/6/21,34.95
C0100089846,2016/6/21,2.99
C0100089846,2016/6/9,7.99
C0100089846,2016/1/11,84
C0100089846,2016/3/24,4.99
C0100089846,2016/10/27,119.99
C0100089846,2016/6/22,34.99
C0100089846,2016/8/2,89
C0100089846,2016/12/3,3.99
C0100089846,2016/5/20,29.99
C0100089846,2016/7/2,119
C0100089846,2016/7/5,2.99
C0100089846,2016/5/28,12.49
C0100089846,2016/6/8,2.49
C0100089846,2016/5/20,8.49
C0100089846,2016/8/1,24.95
C0100089846,2016/8/18,4.99
C0100089846,2016/10/28,12.99
C0100089846,2016/5/2,9.99
C0100089846,2016/6/8,2.99
C0100089846,2016/5/3,79
C0100089846,2016/5/8,9.99
C0100089846,2016/2/10,2.49
C0100090144,2016/2/10,129
C0100090144,2016/3/29,79
C0100090282,2016/4/23,69
C0100090282,2016/3/14,49
C0100090282,2016/9/1,94
C0100090676,2016/7/27,19.99
C0100090676,2016/12/17,9.99
C0100090676,2016/6/1,69
C0100090676,2016/9/22,300
C0100090786,2016/3/17,9.99
C0100090967,2016/12/19,149
C0100090967,2016/11/13,74
C0100090967,2016/6/1,239
C0100091092,2016/5/12,89
C0100091092,2016/5/10,169
C0100091615,2016/2/11,139
C0100091615,2016/10/30,79
C0100091615,2016/12/9,339
C0100091615,2016/5/4,99
C0100091782,2016/7/31,3.99
C0100091782,2016/3/23,449
C0100091782,2016/9/5,6.99
C0100091782,2016/9/19,9.99
C0100091782,2016/10/18,1.49
C0100091782,2016/12/7,1.99
C0100091782,2016/10/16,4.99
C0100091782,2016/7/9,19
C0100091782,2016/10/14,1.49
C0100091782,2016/10/29,9.99
C0100091782,2016/10/16,59.95
C0100091782,2016/7/31,349
C0100091782,2016/12/12,2.99
C0100091782,2016/12/4,14.99
C0100091782,2016/9/20,5.99
C0100091782,2016/10/23,5.99
C0100091782,2016/8/23,1.99
C0100091782,2016/9/6,39.99
C0100091847,2016/9/21,24.99
C0100091847,2016/9/18,13.99
C0100091847,2016/10/13,19.99
C0100091847,2016/12/14,19.99
C0100091892,2016/2/27,29.99
C0100091892,2016/5/28,29.99
C0100091892,2016/6/4,199
C0100091892,2016/9/27,449
C0100092102,2016/7/17,39.99
C0100092102,2016/12/25,69
C0100092102,2016/5/17,99
C0100092102,2016/7/24,8.49
C0100092282,2016/6/7,149
C0100092282,2016/2/24,8.49
C0100092658,2016/6/12,189
C0100092658,2016/8/14,34.95
C0100092658,2016/2/20,9.99
C0100092658,2016/7/30,2.49
C0100092658,2016/3/26,109
C0100092658,2016/8/4,5.99
C0100092658,2016/2/19,5.99
C0100092658,2016/4/1,6.99
C0100092658,2016/9/26,14.99
C0100092658,2016/11/27,1.99
C0100092658,2016/5/30,19.99
C0100092658,2016/8/23,9.99
C0100092658,2016/11/23,6.99
C0100092658,2016/10/31,2.99
C0100092658,2016/11/7,8.99
C0100092658,2016/8/28,2.99
C0100092658,2016/1/25,14.99
C0100092658,2016/9/26,4.99
C0100092658,2016/8/12,299
C0100092658,2016/6/12,59
C0100092658,2016/12/5,4.99
C0100092658,2016/11/15,3.99
C0100092658,2016/11/8,69
C0100092658,2016/2/13,22.99
C0100093154,2016/4/23,89
C0100093154,2016/12/17,109
C0100093154,2016/7/5,14.99
C0100093620,2016/9/3,299
C0100093620,2016/6/23,109
C0100093620,2016/12/25,239
C0100094748,2016/7/18,49
C0100094748,2016/8/24,39.99
C0100094748,2016/2/16,59
C0100094748,2016/7/18,49
C0100094748,2016/8/24,39.99
C0100094748,2016/2/16,59
C0100094978,2016/3/19,39
C0100094978,2016/8/8,69.99
C0100094978,2016/3/17,99
C0100094978,2016/3/20,129
C0100094978,2016/12/2,49
C0100095192,2016/4/18,199
C0100095597,2016/10/23,2.99
C0100095597,2016/11/27,119.99
C0100095597,2016/3/12,8.99
C0100095697,2016/12/11,69
C0100095697,2016/5/2,3.99
C0100095697,2016/11/20,34.95
C0100095697,2016/8/14,6.99
C0100095820,2016/10/1,3.99
C0100095820,2016/12/10,49
C0100095870,2016/12/24,4.99
C0100095870,2016/11/9,339
C0100095870,2016/10/16,1.99
C0100095870,2016/11/21,1.99
C0100095870,2016/11/3,2.99
C0100095870,2016/10/23,2.99
C0100095870,2016/11/10,2.99
C0100095870,2016/11/12,2.99
C0100095870,2016/9/15,3.99
C0100095870,2016/9/15,5.99
C0100095870,2016/8/29,3.99
C0100095870,2016/9/28,3.99
C0100095870,2016/9/15,5.99
C0100095870,2016/12/5,2.99
C0100095870,2016/12/8,14.99
C0100095870,2016/8/20,5.99
C0100095870,2016/9/28,6.99
C0100095870,2016/9/28,12.99
C0100095870,2016/9/1,12.99
C0100095870,2016/9/15,9.99
C0100095870,2016/9/1,8.99
C0100095870,2016/8/28,219
C0100097016,2016/7/17,34.95
C0100097016,2016/6/10,39.95
C0100097016,2016/8/6,99
C0100097016,2016/12/12,5.99
C0100097016,2016/4/30,74
C0100097016,2016/10/12,9.99
C0100097016,2016/3/26,79
C0100097016,2016/8/8,109
C0100097016,2016/11/6,5.99
C0100097016,2016/2/13,29.99
C0100097016,2016/7/6,9.99
C0100097016,2016/9/17,9.99
C0100097016,2016/9/28,3.99
C0100097185,2016/5/8,199
C0100097185,2016/7/25,149
C0100099715,2016/12/5,19
C0100099715,2016/3/5,3.99
C0100099715,2016/9/16,239
C0100099715,2016/5/30,24.99
C0100099715,2016/10/18,19.99
C0100099759,2016/4/1,299
C0100099759,2016/4/1,299
C0100099759,2016/8/23,99.99
C0100099759,2016/12/10,49
C0100099759,2016/8/30,129
C0100099759,2016/8/30,129
C0100099759,2016/12/10,49
C0100099759,2016/8/23,99.99
C0100100256,2016/8/20,34.99
C0100100256,2016/12/20,89
C0100100256,2016/5/8,89
C0100100411,2016/5/30,19.99
C0100100411,2016/2/12,39.95
C0100100411,2016/6/20,12.49
C0100100411,2016/3/23,399
C0100100411,2016/3/14,2.99
C0100101238,2016/10/16,2.99
C0100101238,2016/11/26,2.99
C0100101238,2016/10/14,2.99
C0100101238,2016/8/20,3.99
C0100101238,2016/10/14,3.99
C0100101238,2016/9/10,1.99
C0100101238,2016/12/9,4.99
C0100101238,2016/8/12,9.99
C0100101238,2016/10/12,9.99
C0100101238,2016/11/26,5.49
C0100101238,2016/8/12,3.99
C0100101238,2016/12/9,7.99
C0100101238,2016/9/4,3.99
C0100101238,2016/12/16,12.99
C0100101238,2016/12/6,2.49
C0100101238,2016/9/10,34.95
C0100101238,2016/9/7,9.99
C0100101238,2016/12/18,6.99
C0100101238,2016/9/1,2.99
C0100101238,2016/12/20,9.99
C0100101238,2016/12/10,1.99
C0100101238,2016/8/14,19.99
C0100101308,2016/6/23,94
C0100101308,2016/12/19,74
C0100101446,2016/8/19,12.99
C0100101446,2016/6/7,12.99
C0100101446,2016/4/23,12.99
C0100101446,2016/11/14,3.99
C0100101446,2016/5/18,39
C0100101446,2016/10/22,3.99
C0100101446,2016/10/3,4.99
C0100101446,2016/12/5,3.99
C0100101446,2016/5/12,9.99
C0100101446,2016/12/10,9.99
C0100101446,2016/9/12,9.99
C0100101446,2016/12/16,2.99
C0100101446,2016/9/13,4.99
C0100101446,2016/6/2,349
C0100101446,2016/11/25,3.99
C0100101446,2016/4/23,26.99
C0100101446,2016/11/25,24.99
C0100101446,2016/9/18,4.99
C0100102024,2016/6/14,3.49
C0100102024,2016/2/27,9.99
C0100102024,2016/5/18,49
C0100102024,2016/5/3,6.99
C0100102024,2016/4/8,1.99
C0100102024,2016/1/16,199
C0100102024,2016/4/18,9.99
C0100102024,2016/4/20,79
C0100102024,2016/1/22,8.99
C0100102024,2016/1/30,4.99
C0100102024,2016/1/26,8.99
C0100102024,2016/2/19,1.49
C0100102024,2016/1/21,3.99
C0100102024,2016/2/17,3.99
C0100102024,2016/1/22,8.99
C0100102024,2016/1/16,14.99
C0100102024,2016/3/10,1.49
C0100102024,2016/4/8,14.99
C0100102024,2016/5/20,1.49
C0100102024,2016/4/14,4.99
C0100102024,2016/5/6,5.99
C0100102024,2016/1/18,1.99
C0100102024,2016/2/20,2.99
C0100102024,2016/3/15,2.99
C0100102024,2016/5/7,4.99
C0100102024,2016/3/22,9.99
C0100102024,2016/4/27,14.99
C0100102024,2016/2/17,1.99
C0100102067,2016/10/19,5.99
C0100102067,2016/9/3,5.99
C0100102067,2016/11/28,3.99
C0100102067,2016/9/19,3.99
C0100102067,2016/10/19,5.99
C0100102067,2016/10/3,2.99
C0100102067,2016/11/28,3.99
C0100102067,2016/10/24,1.99
C0100102067,2016/7/9,39.99
C0100102067,2016/10/3,2.99
C0100102067,2016/10/9,8.99
C0100102067,2016/8/25,6.99
C0100102067,2016/8/10,6.99
C0100102067,2016/7/31,8.99
C0100102067,2016/8/25,6.99
C0100102067,2016/8/6,2.49
C0100102067,2016/10/21,3.99
C0100102067,2016/9/3,5.99
C0100102067,2016/8/10,6.99
C0100102067,2016/9/19,3.99
C0100102067,2016/10/31,2.49
C0100102067,2016/8/6,2.49
C0100102067,2016/10/9,8.99
C0100102067,2016/10/21,3.99
C0100102067,2016/10/31,2.49
C0100102067,2016/10/24,1.99
C0100102067,2016/7/31,8.99
C0100102067,2016/7/9,39.99
C0100102353,2016/1/4,139
C0100102353,2016/12/10,69
C0100102353,2016/5/7,59
C0100102508,2016/4/26,2.99
C0100102508,2016/12/6,24.99
C0100102508,2016/3/2,2.99
C0100102508,2016/1/26,299
C0100102508,2016/4/3,14.99
C0100102508,2016/3/1,199
C0100102508,2016/4/3,5.99
C0100102508,2016/5/14,109
C0100102508,2016/1/16,179
C0100102508,2016/2/5,1.99
C0100102508,2016/5/17,2.49
C0100102508,2016/4/4,12.99
C0100102508,2016/10/29,169
C0100102508,2016/5/26,9.99
C0100102508,2016/7/29,199
C0100102508,2016/2/5,3.99
C0100102508,2016/1/6,4.99
C0100102508,2016/6/13,104
C0100102508,2016/7/22,2.99
C0100102508,2016/3/1,4.99
C0100102508,2016/10/8,5.99
C0100102508,2016/8/5,5.99
C0100102508,2016/4/16,9.99
C0100102508,2016/1/2,149
C0100102508,2016/8/25,14.99
C0100102911,2016/11/30,3.99
C0100102911,2016/7/26,3.99
C0100102911,2016/2/15,139
C0100102911,2016/2/24,9.99
C0100102911,2016/5/5,349
C0100102911,2016/12/20,2.99
C0100102911,2016/2/28,24.99
C0100102911,2016/6/9,109
C0100102911,2016/9/17,299
C0100102911,2016/10/31,29.99
C0100102911,2016/8/20,12.99
C0100102911,2016/10/19,5.99
C0100102911,2016/10/31,34.95
C0100103390,2016/12/9,34.95
C0100103390,2016/1/8,34.95
C0100103390,2016/3/13,14.99
C0100103390,2016/3/20,14.99
C0100103390,2016/7/19,5.99
C0100103390,2016/8/7,14.99
C0100103390,2016/6/11,849
C0100103390,2016/7/31,4.99
C0100103390,2016/2/22,4.99
C0100103390,2016/1/7,4.99
C0100103390,2016/5/4,4.99
C0100103390,2016/8/13,4.99
C0100103390,2016/3/22,3.99
C0100103390,2016/5/18,12.49
C0100103390,2016/3/19,17.99
C0100103390,2016/5/14,2.99
C0100103390,2016/12/27,3.99
C0100103390,2016/10/8,3.99
C0100103390,2016/4/6,69
C0100103390,2016/5/4,3.99
C0100103390,2016/12/5,9.99
C0100103390,2016/12/16,9.99
C0100103390,2016/7/21,9.99
C0100103390,2016/5/20,6.99
C0100103390,2016/5/10,34.99
C0100103390,2016/8/7,8.99
C0100103390,2016/5/22,6.99
C0100103390,2016/1/25,7.99
C0100103390,2016/7/2,1.49
C0100103464,2016/8/4,24.99
C0100103464,2016/12/29,34.95
C0100103464,2016/5/26,5.99
C0100103464,2016/2/8,9.99
C0100103464,2016/7/11,49
C0100103516,2016/6/19,24.99
C0100103624,2016/5/14,149
C0100103624,2016/11/19,269
C0100103624,2016/1/23,19.99
C0100103624,2016/5/16,109
C0100103670,2016/7/7,299
C0100103670,2016/8/6,59
C0100103670,2016/5/23,699
C0100103670,2016/8/23,79
C0100103670,2016/7/15,49
C0100103670,2016/11/24,19.99
C0100104360,2016/4/14,199
C0100104360,2016/2/22,89
C0100104360,2016/6/19,49.99
C0100104360,2016/4/21,39
C0100104360,2016/5/22,7.99
C0100104360,2016/1/16,129
C0100104360,2016/2/22,1.99
C0100104609,2016/8/1,29.99
C0100104609,2016/12/20,2.99
C0100104609,2016/5/7,129
C0100104609,2016/7/3,1.99
C0100104783,2016/2/28,129
C0100104783,2016/12/14,189
C0100105240,2016/2/28,8.99
C0100105240,2016/5/23,9.99
C0100105240,2016/7/11,5.99
C0100105240,2016/2/23,9.99
C0100105240,2016/4/1,9.99
C0100105240,2016/6/4,14.99
C0100105240,2016/5/20,14.99
C0100105240,2016/4/17,6.99
C0100105240,2016/5/14,3.99
C0100105240,2016/5/14,3.99
C0100105240,2016/5/10,5.99
C0100105240,2016/3/20,3.99
C0100105240,2016/5/18,3.99
C0100105240,2016/2/28,34.95
C0100105240,2016/10/1,449
C0100105240,2016/6/4,2.49
C0100105240,2016/12/25,29.99
C0100105240,2016/3/20,2.99
C0100105240,2016/6/18,4.99
C0100105240,2016/8/21,24.99
C0100105240,2016/7/29,79
C0100105240,2016/6/11,8.99
C0100105794,2016/10/13,29.99
C0100105794,2016/6/26,19.99
C0100105794,2016/9/15,44
C0100105794,2016/2/14,9.99
C0100106118,2016/4/8,49.99
C0100106118,2016/7/8,5.49
C0100106118,2016/1/5,4.99
C0100106118,2016/10/27,4.99
C0100106118,2016/4/3,3.99
C0100106118,2016/10/27,8.99
C0100106118,2016/8/24,2.99
C0100106118,2016/10/9,14.99
C0100106118,2016/7/30,13.99
C0100106118,2016/5/8,14.99
C0100106118,2016/11/30,19.99
C0100106118,2016/3/3,5.49
C0100106118,2016/4/3,99.99
C0100106118,2016/9/29,9.99
C0100106118,2016/10/4,2.49
C0100106118,2016/5/7,44.99
C0100106118,2016/5/22,4.99
C0100106118,2016/7/31,1.99
C0100106118,2016/10/7,3.99
C0100106118,2016/8/15,69
C0100106118,2016/1/2,3.99
C0100106118,2016/7/15,1.99
C0100106118,2016/4/11,12.49
C0100106118,2016/10/31,129
C0100106118,2016/9/20,12.49
C0100106118,2016/10/6,12.99
C0100106118,2016/8/31,6.99
C0100106118,2016/5/4,6.99
C0100106118,2016/9/28,3.99
C0100106295,2016/6/16,2.99
C0100106295,2016/9/8,199
C0100106295,2016/7/18,129
C0100106295,2016/2/23,39
C0100106295,2016/8/29,29.99
C0100106900,2016/7/16,399
C0100106900,2016/2/19,49
C0100106900,2016/6/11,119.99
C0100106900,2016/5/24,79
C0100107248,2016/12/30,349
C0100107248,2016/3/11,269
C0100107514,2016/9/22,2.49
C0100107514,2016/8/6,1.99
C0100107514,2016/7/25,12.49
C0100107514,2016/3/15,9.99
C0100107514,2016/6/20,34.95
C0100107514,2016/11/19,5.99
C0100107514,2016/4/14,9.99
C0100107514,2016/12/19,4.99
C0100107514,2016/8/2,9.99
C0100107514,2016/10/23,1.49
C0100107514,2016/12/2,5.99
C0100107514,2016/8/17,3.49
C0100107514,2016/8/25,2.99
C0100107514,2016/12/16,1.49
C0100107514,2016/4/4,4.99
C0100107514,2016/7/25,12.49
C0100107514,2016/8/2,14.99
C0100107514,2016/1/14,6.99
C0100107514,2016/11/8,3.99
C0100107514,2016/3/11,29.99
C0100107514,2016/6/14,109
C0100107514,2016/9/5,6.99
C0100107514,2016/1/17,79
C0100107514,2016/2/14,189
C0100107514,2016/12/8,299
C0100107514,2016/12/16,39.95
C0100107514,2016/9/26,3.99
C0100107880,2016/2/6,129
C0100107880,2016/10/24,94
C0100108032,2016/5/9,49.99
C0100108032,2016/7/21,69
C0100108032,2016/8/17,44
C0100108032,2016/11/26,19.99
C0100108574,2016/3/16,6.99
C0100108574,2016/11/17,999
C0100108574,2016/2/28,34.95
C0100108574,2016/1/28,5.49
C0100108852,2016/10/31,49
C0100109460,2016/9/18,5.99
C0100109460,2016/11/11,2.99
C0100109460,2016/10/8,3.99
C0100109460,2016/8/27,2.99
C0100109460,2016/11/11,2.99
C0100109460,2016/11/17,599
C0100109460,2016/7/11,28.99
C0100109460,2016/11/17,599
C0100109460,2016/12/25,9.99
C0100109460,2016/8/21,9.99
C0100109460,2016/12/25,9.99
C0100109460,2016/9/18,5.99
C0100109460,2016/8/21,9.99
C0100109460,2016/12/13,1.99
C0100109460,2016/12/13,1.99
C0100109460,2016/7/11,28.99
C0100109460,2016/10/8,3.99
C0100109460,2016/8/21,12.99
C0100109460,2016/3/5,12.99
C0100109460,2016/8/21,12.99
C0100109460,2016/11/25,3.99
C0100109460,2016/3/5,12.99
C0100109460,2016/2/24,449
C0100109460,2016/2/24,449
C0100109460,2016/6/25,139
C0100109460,2016/6/25,139
C0100109460,2016/11/25,3.99
C0100109460,2016/8/27,2.99
C0100109564,2016/5/16,69
C0100109564,2016/6/19,34.95
C0100109564,2016/7/17,64
C0100109564,2016/12/20,34.95
C0100109564,2016/4/15,239
C0100109701,2016/9/9,19.99
C0100109701,2016/9/27,19.99
C0100109850,2016/12/5,5.99
C0100109850,2016/5/7,34.99
C0100109850,2016/9/28,14.99
C0100109850,2016/7/5,4.99
C0100109850,2016/5/14,13.99
C0100109850,2016/8/5,159
C0100109850,2016/6/19,8.49
C0100109850,2016/3/31,2.99
C0100109850,2016/11/20,1.49
C0100109850,2016/7/10,3.99
C0100109850,2016/2/13,6.99
C0100109850,2016/10/28,6.99
C0100109850,2016/12/2,79
C0100109850,2016/10/28,2.49
C0100109850,2016/1/11,3.49
C0100109850,2016/8/22,2.49
C0100109850,2016/7/10,9.99
C0100109850,2016/4/24,349
C0100109850,2016/11/20,5.99
C0100109850,2016/3/7,8.99
C0100109850,2016/3/25,69.99
C0100109889,2016/12/20,189
C0100110150,2016/6/15,79
C0100110150,2016/1/14,39.95
C0100110245,2016/8/5,279
C0100110245,2016/1/24,69
C0100110245,2016/2/18,139.99
C0100111041,2016/3/29,94
C0100111041,2016/12/22,99
C0100111492,2016/3/11,94
C0100111492,2016/4/20,4.99
C0100111492,2016/10/30,499
C0100111549,2016/9/14,5.99
C0100111549,2016/8/12,139
C0100111549,2016/6/11,89
C0100111549,2016/10/14,159
C0100111640,2016/7/18,9.99
C0100111640,2016/7/21,3.99
C0100111640,2016/9/3,4.99
C0100111640,2016/11/4,4.99
C0100111640,2016/7/22,6.99
C0100111640,2016/12/10,2.99
C0100111640,2016/12/16,199
C0100111640,2016/9/3,7.49
C0100111640,2016/11/30,24.95
C0100111640,2016/8/4,9.99
C0100111980,2016/7/2,139.99
C0100111980,2016/1/9,19.99
C0100112684,2016/10/28,149.99
C0100112684,2016/5/28,7.99
C0100112684,2016/3/18,24.95
C0100112684,2016/2/2,229
C0100112906,2016/2/24,159
C0100112906,2016/7/6,34.95
C0100112906,2016/10/1,29
C0100112906,2016/3/6,179
C0100112906,2016/7/6,29.99
C0100113395,2016/6/22,279
C0100113395,2016/11/5,229
C0100113616,2016/12/13,69.95
C0100113616,2016/3/18,3.99
C0100113616,2016/8/1,69.99
C0100113616,2016/6/23,6.99
C0100113616,2016/8/15,169
C0100113616,2016/1/21,89
C0100113705,2016/3/22,99.99
C0100113705,2016/3/15,129
C0100113705,2016/8/15,59
C0100113705,2016/7/18,69
C0100113789,2016/3/30,219
C0100113789,2016/12/5,69
C0100113887,2016/12/29,12.49
C0100113887,2016/3/14,12.49
C0100113887,2016/11/15,3.99
C0100113887,2016/6/15,6.99
C0100113887,2016/9/1,3.99
C0100113887,2016/9/23,3.99
C0100113887,2016/9/6,5.49
C0100113887,2016/3/18,399
C0100113887,2016/11/6,3.99
C0100113887,2016/11/16,15.99
C0100113887,2016/11/8,12.49
C0100113887,2016/9/12,4.99
C0100113887,2016/7/30,4.99
C0100113887,2016/9/17,14.99
C0100113887,2016/10/9,4.99
C0100113887,2016/11/25,1.49
C0100113887,2016/7/4,279
C0100113887,2016/11/11,14.99
C0100113887,2016/6/27,9.99
C0100113887,2016/10/22,6.99
C0100113887,2016/10/11,9.99
C0100113887,2016/7/5,9.99
C0100113887,2016/3/28,34.95
C0100113887,2016/9/14,19.99
C0100113887,2016/11/9,5.99
C0100113887,2016/9/18,19.99
C0100113887,2016/10/3,9.99
C0100113887,2016/10/3,3.99
C0100113887,2016/7/2,3.99
C0100114158,2016/6/26,349
C0100114158,2016/12/10,299
C0100114248,2016/4/4,99
C0100114248,2016/11/12,79
C0100114248,2016/12/25,8.99
C0100114248,2016/4/20,199
C0100114248,2016/4/4,59
C0100114487,2016/2/8,39.95
C0100114487,2016/8/3,749
C0100114487,2016/3/22,199
C0100114487,2016/2/23,19.99
C0100114827,2016/7/26,79
C0100114827,2016/5/25,139
C0100114827,2016/9/21,29
C0100114827,2016/12/26,79
C0100114828,2016/8/31,14.99
C0100114828,2016/3/11,139
C0100114828,2016/8/10,229
C0100114828,2016/11/6,39
C0100115071,2016/2/21,39
C0100115071,2016/1/8,99.99
C0100115071,2016/2/20,9.99
C0100115071,2016/7/31,349
C0100115072,2016/6/26,109
C0100115072,2016/7/27,299
C0100115072,2016/9/17,49.99
C0100115072,2016/2/27,29.99
C0100115072,2016/5/19,13.99
C0100115245,2016/11/3,149
C0100115245,2016/6/6,59
C0100115245,2016/4/10,49
C0100115245,2016/12/20,49
C0100115245,2016/12/24,13.99
C0100115812,2016/11/16,29.99
C0100115812,2016/4/25,149
C0100115882,2016/11/16,24.95
C0100115882,2016/6/5,109
C0100115882,2016/11/4,119
C0100116898,2016/3/13,9.99
C0100116898,2016/2/11,249
C0100116898,2016/9/26,2.99
C0100116898,2016/12/5,6.99
C0100116898,2016/8/25,4.99
C0100116898,2016/8/29,639
C0100116898,2016/6/5,7.49
C0100116898,2016/10/11,6.99
C0100116898,2016/8/1,3.99
C0100116898,2016/8/28,9.99
C0100116898,2016/10/11,3.99
C0100116898,2016/11/28,2.99
C0100116898,2016/10/8,14.99
C0100116898,2016/8/25,5.99
C0100116898,2016/10/21,99
C0100116898,2016/8/1,5.99
C0100116898,2016/3/31,149
C0100116898,2016/11/15,3.99
C0100116898,2016/10/28,14.99
C0100116898,2016/10/26,3.99
C0100116898,2016/9/21,9.99
C0100116898,2016/3/31,169.99
C0100116898,2016/9/12,12.99
C0100116898,2016/12/23,9.99
C0100116898,2016/6/4,6.99
C0100117226,2016/6/21,49
C0100117226,2016/7/13,34.99
C0100117226,2016/9/11,129
C0100117226,2016/11/16,39.95
C0100117330,2016/11/22,99.99
C0100117644,2016/11/26,179
C0100117644,2016/1/7,129
C0100117804,2016/2/12,24.95
C0100117804,2016/9/5,349
C0100117804,2016/2/4,109
C0100118006,2016/2/27,5.99
C0100118006,2016/6/27,199
C0100118006,2016/5/6,2.49
C0100118006,2016/4/26,2.49
C0100118006,2016/8/3,189
C0100118006,2016/12/21,8.99
C0100118006,2016/7/24,7.49
C0100118006,2016/4/16,9.99
C0100118006,2016/10/17,9.99
C0100118006,2016/4/11,3.99
C0100118006,2016/5/22,49
C0100118006,2016/4/26,4.99
C0100118006,2016/7/31,4.99
C0100118006,2016/3/19,4.99
C0100118006,2016/9/28,12.99
C0100118006,2016/6/6,219
C0100118006,2016/7/9,3.99
C0100118006,2016/5/18,3.99
C0100118006,2016/5/6,3.99
C0100118006,2016/3/11,3.99
C0100118006,2016/4/2,3.99
C0100118006,2016/5/15,14.99
C0100118006,2016/3/2,14.99
C0100118006,2016/6/18,14.99
C0100118006,2016/1/26,6.99
C0100118035,2016/1/17,59
C0100118035,2016/6/29,119
C0100118035,2016/12/3,149.99
C0100118078,2016/5/20,179
C0100118157,2016/2/6,109
C0100118157,2016/6/24,5.99
C0100118157,2016/5/3,109
C0100118157,2016/12/25,399
C0100118454,2016/6/1,34.99
C0100118454,2016/11/25,7.99
C0100118454,2016/1/8,5.99
C0100118454,2016/8/14,189
C0100118454,2016/5/11,25.99
C0100118773,2016/2/22,69.95
C0100118773,2016/7/12,6.99
C0100118773,2016/3/15,39.99
C0100118773,2016/10/19,159
C0100118773,2016/3/25,44.99
C0100118829,2016/2/1,39.95
C0100118829,2016/8/16,39.99
C0100118829,2016/9/14,69.95
C0100118829,2016/5/9,139
C0100118829,2016/9/29,69
C0100119247,2016/9/5,59
C0100119247,2016/6/10,119
C0100119247,2016/1/1,69
C0100119429,2016/3/2,119.99
C0100119429,2016/12/10,249
C0100119574,2016/9/20,24.99
C0100119574,2016/6/1,5.99
C0100119574,2016/3/9,24.95
C0100119574,2016/6/17,5.49
C0100119574,2016/8/31,279
C0100120001,2016/6/27,3.99
C0100120001,2016/12/30,499
C0100120001,2016/4/19,9.99
C0100120253,2016/1/22,59.99
C0100120253,2016/2/19,99.99
C0100120253,2016/1/17,19.99
C0100120343,2016/12/9,499
C0100120343,2016/3/16,39.99
C0100121324,2016/5/28,139
C0100121324,2016/1/28,21.99
C0100121324,2016/5/12,179
C0100121324,2016/7/14,69.99
C0100121324,2016/7/5,199
C0100121324,2016/8/24,79
C0100121439,2016/12/29,124
C0100121439,2016/6/29,94
C0100121855,2016/10/19,179
C0100121855,2016/3/17,19.99
C0100121855,2016/1/16,29
C0100122073,2016/5/16,49.99
C0100122073,2016/7/5,74
C0100122073,2016/7/5,74
C0100122073,2016/5/16,49.99
C0100122073,2016/7/27,99.99
C0100122073,2016/2/25,99
C0100122073,2016/7/27,99.99
C0100122073,2016/2/25,99
C0100122230,2016/5/3,109
C0100122230,2016/12/24,149.99
C0100122574,2016/8/29,59.99
C0100122574,2016/7/22,34.95
C0100122574,2016/4/25,99.99
C0100122763,2016/7/4,4.99
C0100122763,2016/10/10,12.49
C0100122763,2016/10/14,4.99
C0100122763,2016/11/26,5.99
C0100122763,2016/9/26,2.49
C0100122763,2016/6/16,399
C0100122763,2016/10/14,5.99
C0100122763,2016/8/5,349
C0100122763,2016/8/19,5.99
C0100122763,2016/8/5,9.99
C0100122763,2016/3/12,9.99
C0100122763,2016/10/25,6.99
C0100122763,2016/9/26,24.95
C0100122763,2016/4/12,69.95
C0100122763,2016/10/27,8.49
C0100122763,2016/11/26,14.99
C0100122763,2016/11/30,5.99
C0100122763,2016/10/27,2.99
C0100122837,2016/4/20,349
C0100122837,2016/5/17,49
C0100122837,2016/12/22,399
C0100122849,2016/1/18,149
C0100122849,2016/12/20,34.95
C0100122849,2016/9/4,28.99
C0100122849,2016/6/28,39.95
C0100123447,2016/7/4,12.49
C0100123447,2016/12/2,89
C0100123447,2016/7/27,49
C0100123447,2016/12/27,3.99
C0100123447,2016/7/4,12.49
C0100123447,2016/9/2,4.99
C0100123447,2016/12/27,44.99
C0100123447,2016/9/15,1.99
C0100123447,2016/7/13,2.99
C0100123447,2016/12/2,89
C0100123447,2016/5/27,19.99
C0100123447,2016/12/12,19.99
C0100123447,2016/7/27,49
C0100123447,2016/1/6,29
C0100123447,2016/12/12,14.99
C0100123447,2016/12/27,3.99
C0100123447,2016/6/28,279
C0100123447,2016/12/27,44.99
C0100123447,2016/6/28,279
C0100123447,2016/12/12,19.99
C0100123447,2016/12/12,14.99
C0100123447,2016/9/2,4.99
C0100123447,2016/5/27,19.99
C0100123447,2016/7/24,2.99
C0100123447,2016/4/4,7.99
C0100123447,2016/4/4,7.99
C0100123447,2016/7/13,2.99
